time;direction;DLC;;id
0.108691;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.108939;Rx;8;B2 20 00 00 00 00 00 D2;260
0.109188;Rx;8;10 27 00 00 00 00 00 37;261
0.109476;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
0.109762;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.128507;Rx;8;25 03 1C 00 00 00 00 44;258
0.128745;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.128993;Rx;8;B2 20 00 00 00 00 00 D2;260
0.129242;Rx;8;10 27 00 00 00 00 00 37;261
0.129526;Rx;8;00 03 E7 03 28 00 C7 0F;417333248x
0.129812;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.141866;Rx;8;00 5A 00 C5 03 00 00 54;545
0.148536;Rx;8;25 03 1C 00 00 00 00 44;258
0.148774;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.149022;Rx;8;B2 20 00 00 00 00 00 D2;260
0.149270;Rx;8;10 27 00 00 00 00 00 37;261
0.149561;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.149847;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.168594;Rx;8;25 03 1C 00 00 00 00 44;258
0.168832;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.169080;Rx;8;B2 20 00 00 00 00 00 D2;260
0.169329;Rx;8;10 27 00 00 00 00 00 37;261
0.169613;Rx;8;00 03 E7 03 28 00 CD 0F;417333248x
0.169899;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.184590;Rx;8;60 00 2C 04 F3 01 2C 04;417333249x
0.184976;Rx;8;02 00 00 00 50 00 CB 02;785
0.185586;Rx;8;00 33 01 22 08 02 02 00;773
0.185824;Rx;8;00 33 01 22 08 03 01 01;774
0.186114;Rx;8;00 00 00 00 00 00 01 00;417333259x
0.186578;Rx;8;03 03 01 02 00 00 00 00;771
0.186821;Rx;8;18 04 1C 00 00 17 32 00;770
0.187055;Rx;8;01 30 33 4E 4D 45 30 38;772
0.187977;Rx;8;00 00 C8 00 00 00 07 CF;513
0.188223;Rx;8;09 01 00 00 00 00 00 0A;514
0.188461;Rx;8;81 AE 8F F0 23 FC 04 3F;515
0.190399;Rx;8;25 03 1C 00 00 00 00 44;258
0.190638;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.190886;Rx;8;B2 20 00 00 00 00 00 D2;260
0.191134;Rx;8;10 27 00 00 00 00 00 37;261
0.191422;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
0.191708;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.194998;Rx;8;00 00 3C 37 00 00 00 00;274
0.205000;Rx;8;01 01 00 00 00 03 00 00;275
0.208698;Rx;8;25 03 1C 00 00 00 00 44;258
0.208936;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.209185;Rx;8;B2 20 00 00 00 00 00 D2;260
0.209433;Rx;8;10 27 00 00 00 00 00 37;261
0.209721;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
0.210007;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.213969;Rx;8;05 05 03 03 01 00 03 03;789
0.228720;Rx;8;25 03 1C 00 00 00 00 44;258
0.228958;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.229206;Rx;8;B2 20 00 00 00 00 00 D2;260
0.229454;Rx;8;10 27 00 00 00 00 00 37;261
0.229687;Rx;8;50 35 15 32 33 00 00 00;791
0.229975;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.230261;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.242017;Rx;8;00 5A 00 C5 03 00 00 54;545
0.248765;Rx;8;25 03 1C 00 00 00 00 44;258
0.249003;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.249251;Rx;8;B2 20 00 00 00 00 00 D2;260
0.249500;Rx;8;10 27 00 00 00 00 00 37;261
0.249790;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.250076;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.268815;Rx;8;25 03 1C 00 00 00 00 44;258
0.269053;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.269301;Rx;8;B2 20 00 00 00 00 00 D2;260
0.269550;Rx;8;10 27 00 00 00 00 00 37;261
0.269840;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.270126;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.285979;Rx;8;02 00 00 00 50 00 CB 02;785
0.288206;Rx;8;22 FF FF FF FF FF FF FF;516
0.288442;Rx;8;C5 0F 12 AE 0F 05 00 00;517
0.288684;Rx;8;38 04 37 02 00 00 00 00;518
0.293758;Rx;8;25 03 1C 00 00 00 00 44;258
0.293996;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.294245;Rx;8;B2 20 00 00 00 00 00 D2;260
0.294493;Rx;8;10 27 00 00 00 00 00 37;261
0.294781;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
0.295067;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.295981;Rx;8;00 00 3C 37 00 00 00 00;274
0.305989;Rx;8;01 01 00 00 00 03 00 00;275
0.308903;Rx;8;25 03 1C 00 00 00 00 44;258
0.309141;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.309389;Rx;8;B2 20 00 00 00 00 00 D2;260
0.309638;Rx;8;10 27 00 00 00 00 00 37;261
0.309928;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.310214;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.328961;Rx;8;25 03 1C 00 00 00 00 44;258
0.329199;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.329447;Rx;8;B2 20 00 00 00 00 00 D2;260
0.329696;Rx;8;10 27 00 00 00 00 00 37;261
0.329980;Rx;8;00 03 E7 03 28 00 CD 0F;417333248x
0.330266;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.341866;Rx;8;00 5A 00 C5 03 00 00 54;545
0.349008;Rx;8;25 03 1C 00 00 00 00 44;258
0.349246;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.349494;Rx;8;B2 20 00 00 00 00 00 D2;260
0.349743;Rx;8;10 27 00 00 00 00 00 37;261
0.350027;Rx;8;00 03 E7 03 28 00 C7 0F;417333248x
0.350313;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.369062;Rx;8;25 03 1C 00 00 00 00 44;258
0.369300;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.369548;Rx;8;B2 20 00 00 00 00 00 D2;260
0.369797;Rx;8;10 27 00 00 00 00 00 37;261
0.370087;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.370373;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.386976;Rx;8;02 00 00 00 50 00 CB 02;785
0.387218;Rx;8;18 04 1C 00 00 17 33 00;770
0.387467;Rx;8;03 03 01 02 00 00 00 00;771
0.387699;Rx;8;02 54 51 4C 30 30 31 47;772
0.388439;Rx;8;00 00 C8 00 00 00 07 CF;513
0.388685;Rx;8;09 01 00 00 00 00 00 0A;514
0.388919;Rx;8;82 C3 CF F0 F3 FA E0 3E;515
0.391503;Rx;8;25 03 1C 00 00 00 00 44;258
0.391742;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.391990;Rx;8;B2 20 00 00 00 00 00 D2;260
0.392238;Rx;8;10 27 00 00 00 00 00 37;261
0.392526;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.392812;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.396976;Rx;8;00 00 3C 37 00 00 00 00;274
0.406982;Rx;8;01 01 00 00 00 03 00 00;275
0.409134;Rx;8;25 03 1C 00 00 00 00 44;258
0.409372;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.409620;Rx;8;B2 20 00 00 00 00 00 D2;260
0.409869;Rx;8;10 27 00 00 00 00 00 37;261
0.410159;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.410445;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.414971;Rx;8;05 05 03 03 01 00 03 03;789
0.429006;Rx;8;02 00 00 00 00 00 00 00;792
0.429252;Rx;8;25 03 1C 00 00 00 00 44;258
0.429491;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.429739;Rx;8;B2 20 00 00 00 00 00 D2;260
0.429987;Rx;8;10 27 00 00 00 00 00 37;261
0.430277;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.430563;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.441869;Rx;8;00 5A 00 C5 03 00 00 54;545
0.449251;Rx;8;25 03 1C 00 00 00 00 44;258
0.449490;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.449738;Rx;8;B2 20 00 00 00 00 00 D2;260
0.449986;Rx;8;10 27 00 00 00 00 00 37;261
0.450274;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
0.450560;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.469297;Rx;8;25 03 1C 00 00 00 00 44;258
0.469536;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.469784;Rx;8;B2 20 00 00 00 00 00 D2;260
0.470032;Rx;8;10 27 00 00 00 00 00 37;261
0.470320;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.470606;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.487960;Rx;8;02 00 00 00 50 00 CB 02;785
0.488670;Rx;8;E0 38 37 38 38 FF FF FF;516
0.488906;Rx;8;C5 0F 12 AE 0F 05 00 00;517
0.489152;Rx;8;38 01 37 02 00 00 00 00;518
0.494206;Rx;8;25 03 1C 00 00 00 00 44;258
0.494445;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.494693;Rx;8;B2 20 00 00 00 00 00 D2;260
0.494941;Rx;8;10 27 00 00 00 00 00 37;261
0.495229;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.495515;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.497961;Rx;8;00 00 3C 37 00 00 00 00;274
0.507983;Rx;8;01 01 00 00 00 03 00 00;275
0.509363;Rx;8;25 03 1C 00 00 00 00 44;258
0.509601;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.509849;Rx;8;B2 20 00 00 00 00 00 D2;260
0.510098;Rx;8;10 27 00 00 00 00 00 37;261
0.510388;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.510674;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.529429;Rx;8;25 03 1C 00 00 00 00 44;258
0.529667;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.529915;Rx;8;B2 20 00 00 00 00 00 D2;260
0.530164;Rx;8;10 27 00 00 00 00 00 37;261
0.530452;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.530738;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.541853;Rx;8;00 5A 00 C5 03 00 00 54;545
0.549478;Rx;8;25 03 1C 00 00 00 00 44;258
0.549716;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.549964;Rx;8;B2 20 00 00 00 00 00 D2;260
0.550212;Rx;8;10 27 00 00 00 00 00 37;261
0.550499;Rx;8;00 03 E7 03 14 00 C5 0F;417333248x
0.550785;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.556957;Rx;8;44 30 38 41 31 31 30 36;787
0.569526;Rx;8;25 03 1C 00 00 00 00 44;258
0.569764;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.570012;Rx;8;B2 20 00 00 00 00 00 D2;260
0.570260;Rx;8;10 27 00 00 00 00 00 37;261
0.570550;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.570836;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.587499;Rx;8;03 03 01 02 00 00 00 00;771
0.587742;Rx;8;18 04 1C 00 00 17 33 00;770
0.587978;Rx;8;03 44 35 4E 30 30 30 30;772
0.588898;Rx;8;00 00 C8 00 00 00 07 CF;513
0.589144;Rx;8;09 01 00 00 00 00 00 0A;514
0.589380;Rx;8;83 B4 4F EC 43 FB 10 3F;515
0.589622;Rx;8;02 00 00 00 50 00 CB 02;785
0.592008;Rx;8;25 03 1C 00 00 00 00 44;258
0.592247;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.592495;Rx;8;B2 20 00 00 00 00 00 D2;260
0.592743;Rx;8;10 27 00 00 00 00 00 37;261
0.593031;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
0.593317;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.598983;Rx;8;00 00 3C 37 00 00 00 00;274
0.608989;Rx;8;01 01 00 00 00 03 00 00;275
0.609593;Rx;8;25 03 1C 00 00 00 00 44;258
0.609831;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.610079;Rx;8;B2 20 00 00 00 00 00 D2;260
0.610327;Rx;8;10 27 00 00 00 00 00 37;261
0.610616;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.610902;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.615968;Rx;8;05 05 03 03 01 00 03 03;789
0.629650;Rx;8;25 03 1C 00 00 00 00 44;258
0.629889;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.630137;Rx;8;B2 20 00 00 00 00 00 D2;260
0.630385;Rx;8;10 27 00 00 00 00 00 37;261
0.630675;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.630961;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.641831;Rx;8;00 5A 00 C5 03 00 00 54;545
0.649697;Rx;8;25 03 1C 00 00 00 00 44;258
0.649935;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.650184;Rx;8;B2 20 00 00 00 00 00 D2;260
0.650432;Rx;8;10 27 00 00 00 00 00 37;261
0.650722;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.651008;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.669731;Rx;8;25 03 1C 00 00 00 00 44;258
0.669969;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.670218;Rx;8;B2 20 00 00 00 00 00 D2;260
0.670466;Rx;8;10 27 00 00 00 00 00 37;261
0.670754;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
0.671040;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.686735;Rx;8;00 33 01 22 08 02 02 00;773
0.686973;Rx;8;00 33 01 22 08 03 01 01;774
0.687263;Rx;8;00 00 00 00 00 00 01 00;417333259x
0.689122;Rx;8;E1 FF 39 39 39 3B 41 FF;516
0.689358;Rx;8;C5 0F 12 AE 0F 05 00 00;517
0.689604;Rx;8;38 01 37 02 00 00 00 00;518
0.690002;Rx;8;02 00 00 00 50 00 CB 02;785
0.694686;Rx;8;25 03 1C 00 00 00 00 44;258
0.694925;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.695173;Rx;8;B2 20 00 00 00 00 00 D2;260
0.695421;Rx;8;10 27 00 00 00 00 00 37;261
0.695709;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
0.695995;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.699969;Rx;8;00 00 3C 37 00 00 00 00;274
0.709850;Rx;8;25 03 1C 00 00 00 00 44;258
0.710088;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.710336;Rx;8;B2 20 00 00 00 00 00 D2;260
0.710584;Rx;8;10 27 00 00 00 00 00 37;261
0.710830;Rx;8;01 01 00 00 00 03 00 00;275
0.711120;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.711407;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.729894;Rx;8;25 03 1C 00 00 00 00 44;258
0.730132;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.730380;Rx;8;B2 20 00 00 00 00 00 D2;260
0.730628;Rx;8;10 27 00 00 00 00 00 37;261
0.730860;Rx;8;50 35 15 32 33 00 00 00;791
0.731150;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.731437;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.749144;Rx;8;00 5A 00 C5 03 00 00 54;545
0.749942;Rx;8;25 03 1C 00 00 00 00 44;258
0.750180;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.750428;Rx;8;B2 20 00 00 00 00 00 D2;260
0.750677;Rx;8;10 27 00 00 00 00 00 37;261
0.750965;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.751251;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.769976;Rx;8;25 03 1C 00 00 00 00 44;258
0.770214;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.770462;Rx;8;B2 20 00 00 00 00 00 D2;260
0.770711;Rx;8;10 27 00 00 00 00 00 37;261
0.771001;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.771287;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.787962;Rx;8;03 03 01 02 00 00 00 00;771
0.788204;Rx;8;18 04 1C 00 00 17 33 00;770
0.788448;Rx;8;04 30 34 33 00 00 00 00;772
0.789358;Rx;8;00 00 C8 00 00 00 07 CF;513
0.789605;Rx;8;09 01 00 00 00 00 00 0A;514
0.789837;Rx;8;84 C4 4F F1 33 FC 0C 3F;515
0.790967;Rx;8;02 00 00 00 50 00 CB 02;785
0.792431;Rx;8;25 03 1C 00 00 00 00 44;258
0.792669;Rx;8;FF FF 2C 04 5A 00 00 88;259
0.792917;Rx;8;B2 20 00 00 00 00 00 D2;260
0.793165;Rx;8;10 27 00 00 00 00 00 37;261
0.793456;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.793742;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.800970;Rx;8;00 00 3C 37 00 00 00 00;274
0.810054;Rx;8;25 03 1C 00 00 00 00 44;258
0.810292;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.810541;Rx;8;B2 20 00 00 00 00 00 D2;260
0.810789;Rx;8;10 27 00 00 00 00 00 37;261
0.811035;Rx;8;01 01 00 00 00 03 00 00;275
0.811325;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.811611;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.816963;Rx;8;05 05 03 03 01 00 03 03;789
0.830128;Rx;8;25 03 1C 00 00 00 00 44;258
0.830366;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.830614;Rx;8;B2 20 00 00 00 00 00 D2;260
0.830862;Rx;8;10 27 00 00 00 00 00 37;261
0.831150;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
0.831437;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.841824;Rx;8;00 5A 00 C5 03 00 00 54;545
0.850175;Rx;8;25 03 1C 00 00 00 00 44;258
0.850413;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.850661;Rx;8;B2 20 00 00 00 00 00 D2;260
0.850909;Rx;8;10 27 00 00 00 00 00 37;261
0.851197;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.851483;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.870203;Rx;8;25 03 1C 00 00 00 00 44;258
0.870441;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.870689;Rx;8;B2 20 00 00 00 00 00 D2;260
0.870937;Rx;8;10 27 00 00 00 00 00 37;261
0.871223;Rx;8;00 03 E7 03 28 00 C9 0F;417333248x
0.871509;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.889589;Rx;8;22 FF FF FF FF FF FF FF;516
0.889825;Rx;8;C5 0F 12 AE 0F 05 00 00;517
0.890071;Rx;8;38 01 37 02 00 00 00 00;518
0.891961;Rx;8;02 00 00 00 50 00 CB 02;785
0.895139;Rx;8;25 03 1C 00 00 00 00 44;258
0.895377;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.895626;Rx;8;B2 20 00 00 00 00 00 D2;260
0.895874;Rx;8;10 27 00 00 00 00 00 37;261
0.896162;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
0.896448;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.901964;Rx;8;00 00 3C 37 00 00 00 00;274
0.910298;Rx;8;25 03 1C 00 00 00 00 44;258
0.910537;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.910785;Rx;8;B2 20 00 00 00 00 00 D2;260
0.911033;Rx;8;10 27 00 00 00 00 00 37;261
0.911323;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.911609;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.911973;Rx;8;01 01 00 00 00 03 00 00;275
0.929971;Rx;8;03 00 00 00 00 00 00 00;792
0.930357;Rx;8;25 03 1C 00 00 00 00 44;258
0.930595;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.930843;Rx;8;B2 20 00 00 00 00 00 D2;260
0.931091;Rx;8;10 27 00 00 00 00 00 37;261
0.931377;Rx;8;00 03 E7 03 28 00 C9 0F;417333248x
0.931664;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.941819;Rx;8;00 5A 00 C5 03 00 00 54;545
0.950404;Rx;8;25 03 1C 00 00 00 00 44;258
0.950642;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.950890;Rx;8;B2 20 00 00 00 00 00 D2;260
0.951138;Rx;8;10 27 00 00 00 00 00 37;261
0.951429;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.951715;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.970448;Rx;8;25 03 1C 00 00 00 00 44;258
0.970686;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.970934;Rx;8;B2 20 00 00 00 00 00 D2;260
0.971182;Rx;8;10 27 00 00 00 00 00 37;261
0.971473;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
0.971759;Rx;8;03 20 00 01 01 00 50 01;417333504x
0.988424;Rx;8;03 03 01 02 00 00 00 00;771
0.988666;Rx;8;18 04 1C 00 00 17 33 00;770
0.988916;Rx;8;05 00 00 00 00 00 00 00;772
0.989822;Rx;8;00 00 C8 00 00 00 07 CF;513
0.990068;Rx;8;09 01 00 00 00 00 00 0A;514
0.990309;Rx;8;80 B0 4F EC 13 FB C0 3E;515
0.992931;Rx;8;25 03 1C 00 00 00 00 44;258
0.993169;Rx;8;FE FF 2C 04 5A 00 00 87;259
0.993417;Rx;8;B2 20 00 00 00 00 00 D2;260
0.993666;Rx;8;10 27 00 00 00 00 00 37;261
0.993908;Rx;8;02 00 00 00 50 00 CB 02;785
0.994196;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
0.994482;Rx;8;03 20 00 01 01 00 50 01;417333504x
1.002.968;Rx;8;00 00 3C 37 00 00 00 00;274
1.010.518;Rx;8;25 03 1C 00 00 00 00 44;258
1.010.756;Rx;8;FF FF 2C 04 5A 00 00 88;259
1.011.005;Rx;8;B2 20 00 00 00 00 00 D2;260
1.011.253;Rx;8;10 27 00 00 00 00 00 37;261
1.011.543;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
1.011.829;Rx;8;03 20 00 01 01 00 50 01;417333504x
1.012.971;Rx;8;01 01 00 00 00 03 00 00;275
1.017.959;Rx;8;05 05 03 03 01 00 03 03;789
1.030.586;Rx;8;25 03 1C 00 00 00 00 44;258
1.030.824;Rx;8;FF FF 2C 04 5A 00 00 88;259
1.031.072;Rx;8;B2 20 00 00 00 00 00 D2;260
1.031.320;Rx;8;10 27 00 00 00 00 00 37;261
1.031.608;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
1.031.895;Rx;8;03 20 00 01 01 00 50 01;417333504x
1.041.876;Rx;8;00 5A 00 C5 03 00 00 54;545
1.050.633;Rx;8;25 03 1C 00 00 00 00 44;258
1.050.871;Rx;8;FF FF 2C 04 5A 00 00 88;259
1.051.119;Rx;8;B2 20 00 00 00 00 00 D2;260
1.051.367;Rx;8;10 27 00 00 00 00 00 37;261
1.051.656;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
1.051.942;Rx;8;03 20 00 01 01 00 50 01;417333504x
1.070.661;Rx;8;25 03 1C 00 00 00 00 44;258
1.070.899;Rx;8;FF FF 2C 04 5A 00 00 88;259
1.071.147;Rx;8;B2 20 00 00 00 00 00 D2;260
1.071.395;Rx;8;10 27 00 00 00 00 00 37;261
1.071.684;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
1.071.970;Rx;8;03 20 00 01 01 00 50 01;417333504x
1.090.043;Rx;8;E0 38 38 38 38 FF FF FF;516
1.090.279;Rx;8;C5 0F 12 AE 0F 05 00 00;517
1.090.525;Rx;8;38 01 37 02 00 00 00 00;518
1.093.957;Rx;8;02 00 00 00 50 00 CB 02;785
1.095.594;Rx;8;25 03 1C 00 00 00 00 44;258
1.095.832;Rx;8;FF FF 2C 04 5A 00 00 88;259
1.096.080;Rx;8;B2 20 00 00 00 00 00 D2;260
1.096.328;Rx;8;10 27 00 00 00 00 00 37;261
1.096.616;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
1.096.902;Rx;8;03 20 00 01 01 00 50 01;417333504x
1.103.964;Rx;8;00 00 3C 37 00 00 00 00;274
1.110.765;Rx;8;25 03 1C 00 00 00 00 44;258
1.111.003;Rx;8;FF FF 2C 04 5A 00 00 88;259
1.111.251;Rx;8;B2 20 00 00 00 00 00 D2;260
1.111.499;Rx;8;10 27 00 00 00 00 00 37;261
1.111.787;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
1.112.073;Rx;8;03 20 00 01 01 00 50 01;417333504x
