time;direction;DLC;;id
60.558.913;Rx;8;02 00 00 00 51 00 A6 0A;785
60.568.915;Rx;8;00 00 3C 37 00 00 00 00;274
60.570.257;Rx;8;25 03 1C 00 00 00 00 44;258
60.570.495;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.570.743;Rx;8;B2 20 00 00 00 00 00 D2;260
60.570.991;Rx;8;10 27 00 00 00 00 00 37;261
60.571.276;Rx;8;00 03 E7 03 28 00 CD 0F;417333248x
60.571.562;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.578.921;Rx;8;01 00 00 00 00 00 00 00;275
60.588.921;Rx;8;02 00 00 00 00 00 00 00;792
60.590.305;Rx;8;25 03 1C 00 00 00 00 44;258
60.590.544;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.590.792;Rx;8;B2 20 00 00 00 00 00 D2;260
60.591.040;Rx;8;10 27 00 00 00 00 00 37;261
60.591.328;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
60.591.614;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.600.582;Rx;8;00 5A 00 C5 03 00 00 54;545
60.610.339;Rx;8;25 03 1C 00 00 00 00 44;258
60.610.577;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.610.825;Rx;8;B2 20 00 00 00 00 00 D2;260
60.611.073;Rx;8;10 27 00 00 00 00 00 37;261
60.611.361;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
60.611.647;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.628.907;Rx;8;05 05 03 03 01 00 03 03;789
60.629.711;Rx;8;E1 FF 3A 38 3A 3B 40 FF;516
60.629.943;Rx;8;C5 0F 12 AF 0F 05 00 00;517
60.630.185;Rx;8;38 04 37 02 00 00 00 00;518
60.635.294;Rx;8;25 03 1C 00 00 00 00 44;258
60.635.532;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.635.780;Rx;8;B2 20 00 00 00 00 00 D2;260
60.636.028;Rx;8;10 27 00 00 00 00 00 37;261
60.636.316;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
60.636.602;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.650.439;Rx;8;25 03 1C 00 00 00 00 44;258
60.650.677;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.650.926;Rx;8;B2 20 00 00 00 00 00 D2;260
60.651.174;Rx;8;10 27 00 00 00 00 00 37;261
60.651.460;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
60.651.746;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.659.904;Rx;8;02 00 00 00 51 00 EA 08;785
60.669.914;Rx;8;00 00 3C 37 00 00 00 00;274
60.670.472;Rx;8;25 03 1C 00 00 00 00 44;258
60.670.710;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.670.958;Rx;8;B2 20 00 00 00 00 00 D2;260
60.671.206;Rx;8;10 27 00 00 00 00 00 37;261
60.671.490;Rx;8;00 03 E7 03 2A 00 C9 0F;417333248x
60.671.776;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.679.918;Rx;8;01 00 00 00 00 00 00 00;275
60.690.531;Rx;8;25 03 1C 00 00 00 00 44;258
60.690.769;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.691.017;Rx;8;B2 20 00 00 00 00 00 D2;260
60.691.265;Rx;8;10 27 00 00 00 00 00 37;261
60.691.553;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
60.691.840;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.700.577;Rx;8;00 5A 00 C5 03 00 00 54;545
60.710.578;Rx;8;25 03 1C 00 00 00 00 44;258
60.710.816;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.711.064;Rx;8;B2 20 00 00 00 00 00 D2;260
60.711.312;Rx;8;10 27 00 00 00 00 00 37;261
60.711.603;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
60.711.889;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.728.576;Rx;8;03 03 01 02 00 00 00 00;771
60.728.820;Rx;8;18 04 1C 00 00 17 02 00;770
60.729.056;Rx;8;03 44 35 4E 30 30 30 30;772
60.729.972;Rx;8;00 00 C8 00 00 00 07 CF;513
60.730.219;Rx;8;09 01 00 00 00 00 00 0A;514
60.730.453;Rx;8;83 B5 8F EC 43 FB 10 3F;515
60.731.625;Rx;8;25 03 1C 00 00 00 00 44;258
60.731.863;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.732.111;Rx;8;B2 20 00 00 00 00 00 D2;260
60.732.359;Rx;8;10 27 00 00 00 00 00 37;261
60.732.647;Rx;8;00 03 E7 03 2A 00 C0 0F;417333248x
60.732.934;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.750.675;Rx;8;25 03 1C 00 00 00 00 44;258
60.750.913;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.751.161;Rx;8;B2 20 00 00 00 00 00 D2;260
60.751.409;Rx;8;10 27 00 00 00 00 00 37;261
60.751.697;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
60.751.984;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.760.887;Rx;8;02 00 00 00 51 00 E2 06;785
60.770.722;Rx;8;25 03 1C 00 00 00 00 44;258
60.770.960;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.771.208;Rx;8;B2 20 00 00 00 00 00 D2;260
60.771.456;Rx;8;10 27 00 00 00 00 00 37;261
60.771.700;Rx;8;00 00 3C 37 00 00 00 00;274
60.771.989;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
60.772.275;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.780.928;Rx;8;01 00 00 00 00 00 00 00;275
60.790.769;Rx;8;25 03 1C 00 00 00 00 44;258
60.791.007;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.791.255;Rx;8;B2 20 00 00 00 00 00 D2;260
60.791.504;Rx;8;10 27 00 00 00 00 00 37;261
60.791.794;Rx;8;00 03 E7 03 19 00 C0 0F;417333248x
60.792.080;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.800.608;Rx;8;00 5A 00 C5 03 00 00 54;545
60.804.910;Rx;8;33 30 30 30 36 41 00 00;788
60.810.810;Rx;8;25 03 1C 00 00 00 00 44;258
60.811.048;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.811.296;Rx;8;B2 20 00 00 00 00 00 D2;260
60.811.545;Rx;8;10 27 00 00 00 00 00 37;261
60.811.831;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
60.812.117;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.827.808;Rx;8;00 33 01 22 08 02 02 00;773
60.828.046;Rx;8;00 33 01 22 08 03 01 01;774
60.828.336;Rx;8;00 00 00 00 00 00 01 00;417333259x
60.829.906;Rx;8;05 05 03 03 01 00 03 03;789
60.830.230;Rx;8;22 FF FF FF FF FF FF FF;516
60.830.463;Rx;8;C5 0F 12 AF 0F 05 00 00;517
60.830.709;Rx;8;38 01 37 02 00 00 00 00;518
60.835.753;Rx;8;25 03 1C 00 00 00 00 44;258
60.835.991;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.836.239;Rx;8;B2 20 00 00 00 00 00 D2;260
60.836.488;Rx;8;10 27 00 00 00 00 00 37;261
60.836.772;Rx;8;00 03 E7 03 28 00 C7 0F;417333248x
60.837.058;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.850.919;Rx;8;25 03 1C 00 00 00 00 44;258
60.851.157;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.851.405;Rx;8;B2 20 00 00 00 00 00 D2;260
60.851.653;Rx;8;10 27 00 00 00 00 00 37;261
60.851.939;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
60.852.226;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.861.901;Rx;8;02 00 00 00 51 00 8D 04;785
60.870.952;Rx;8;25 03 1C 00 00 00 00 44;258
60.871.190;Rx;8;FE FF 2C 04 5A 00 00 87;259
60.871.438;Rx;8;B2 20 00 00 00 00 00 D2;260
60.871.686;Rx;8;10 27 00 00 00 00 00 37;261
60.871.931;Rx;8;00 00 3C 37 00 00 00 00;274
60.872.219;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
60.872.505;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.881.925;Rx;8;01 00 00 00 00 00 00 00;275
60.889.894;Rx;8;50 35 15 32 33 00 00 00;791
60.890.997;Rx;8;25 03 1C 00 00 00 00 44;258
60.891.235;Rx;8;FF FF 2C 04 5A 00 00 88;259
60.891.483;Rx;8;B2 20 00 00 00 00 00 D2;260
60.891.731;Rx;8;10 27 00 00 00 00 00 37;261
60.892.021;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
60.892.307;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.900.609;Rx;8;00 5A 00 C5 03 00 00 54;545
60.911.058;Rx;8;25 03 1C 00 00 00 00 44;258
60.911.296;Rx;8;FF FF 2C 04 5A 00 00 88;259
60.911.544;Rx;8;B2 20 00 00 00 00 00 D2;260
60.911.792;Rx;8;10 27 00 00 00 00 00 37;261
60.912.079;Rx;8;00 03 E7 03 28 00 C9 0F;417333248x
60.912.365;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.929.048;Rx;8;03 03 01 02 00 00 00 00;771
60.929.292;Rx;8;18 04 1C 00 00 17 02 00;770
60.929.536;Rx;8;04 30 34 33 00 00 00 00;772
60.930.430;Rx;8;00 00 C8 00 00 00 07 CF;513
60.930.676;Rx;8;09 01 00 00 00 00 00 0A;514
60.930.911;Rx;8;84 C4 4F F1 43 FC 10 3F;515
60.932.077;Rx;8;25 03 1C 00 00 00 00 44;258
60.932.315;Rx;8;FF FF 2C 04 5A 00 00 88;259
60.932.563;Rx;8;B2 20 00 00 00 00 00 D2;260
60.932.811;Rx;8;10 27 00 00 00 00 00 37;261
60.933.099;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
60.933.385;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.951.125;Rx;8;25 03 1C 00 00 00 00 44;258
60.951.363;Rx;8;FF FF 2C 04 5A 00 00 88;259
60.951.611;Rx;8;B2 20 00 00 00 00 00 D2;260
60.951.859;Rx;8;10 27 00 00 00 00 00 37;261
60.952.149;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
60.952.435;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.962.915;Rx;8;02 00 00 00 51 00 DA 02;785
60.971.190;Rx;8;25 03 1C 00 00 00 00 44;258
60.971.428;Rx;8;FF FF 2C 04 5A 00 00 88;259
60.971.676;Rx;8;B2 20 00 00 00 00 00 D2;260
60.971.924;Rx;8;10 27 00 00 00 00 00 37;261
60.972.210;Rx;8;00 03 E7 03 28 00 C9 0F;417333248x
60.972.496;Rx;8;03 20 00 01 01 00 50 01;417333504x
60.972.917;Rx;8;00 00 3C 37 00 00 00 00;274
60.982.920;Rx;8;01 00 00 00 00 00 00 00;275
60.991.235;Rx;8;25 03 1C 00 00 00 00 44;258
60.991.473;Rx;8;FF FF 2C 04 5A 00 00 88;259
60.991.721;Rx;8;B2 20 00 00 00 00 00 D2;260
60.991.969;Rx;8;10 27 00 00 00 00 00 37;261
60.992.257;Rx;8;00 03 E7 03 1B 00 C2 0F;417333248x
60.992.544;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.000.751;Rx;8;00 5A 00 C5 03 00 00 54;545
61.010.284;95 R;1;01 XR 0 E 0 O 0 B 10.08;
61.010.284;sta;rr;or active;
61.010.284;R 0;X;R 0 E 0 O 0 B 0.00%;
61.010.284;sta;rr;or active;
61.011.284;Rx;8;25 03 1C 00 00 00 00 44;258
61.011.522;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.011.770;Rx;8;B2 20 00 00 00 00 00 D2;260
61.012.018;Rx;8;10 27 00 00 00 00 00 37;261
61.012.305;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
61.012.591;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.030.666;Rx;8;E0 38 37 38 38 FF FF FF;516
61.030.898;Rx;8;C5 0F 12 AF 0F 05 00 00;517
61.031.140;Rx;8;38 04 37 02 00 00 00 00;518
61.031.380;Rx;8;05 05 03 03 01 00 03 03;789
61.036.239;Rx;8;25 03 1C 00 00 00 00 44;258
61.036.477;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.036.725;Rx;8;B2 20 00 00 00 00 00 D2;260
61.036.973;Rx;8;10 27 00 00 00 00 00 37;261
61.037.261;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.037.547;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.051.384;Rx;8;25 03 1C 00 00 00 00 44;258
61.051.623;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.051.871;Rx;8;B2 20 00 00 00 00 00 D2;260
61.052.119;Rx;8;10 27 00 00 00 00 00 37;261
61.052.409;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
61.052.695;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.063.895;Rx;8;02 00 00 00 51 00 CB 02;785
61.071.445;Rx;8;25 03 1C 00 00 00 00 44;258
61.071.684;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.071.932;Rx;8;B2 20 00 00 00 00 00 D2;260
61.072.180;Rx;8;10 27 00 00 00 00 00 37;261
61.072.468;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.072.754;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.073.904;Rx;8;00 00 3C 37 00 00 00 00;274
61.083.912;Rx;8;01 00 00 00 00 00 00 00;275
61.089.910;Rx;8;03 00 00 00 00 00 00 00;792
61.091.464;Rx;8;25 03 1C 00 00 00 00 44;258
61.091.702;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.091.950;Rx;8;B2 20 00 00 00 00 00 D2;260
61.092.198;Rx;8;10 27 00 00 00 00 00 37;261
61.092.486;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.092.773;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.100.586;Rx;8;00 5A 00 C5 03 00 00 54;545
61.111.523;Rx;8;25 03 1C 00 00 00 00 44;258
61.111.761;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.112.009;Rx;8;B2 20 00 00 00 00 00 D2;260
61.112.258;Rx;8;10 27 00 00 00 00 00 37;261
61.112.546;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.112.832;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.129.521;Rx;8;03 03 01 02 00 00 00 00;771
61.129.765;Rx;8;18 04 1C 00 00 17 02 00;770
61.130.015;Rx;8;05 00 00 00 00 00 00 00;772
61.130.924;Rx;8;00 00 C8 00 00 00 07 CF;513
61.131.170;Rx;8;09 01 00 00 00 00 00 0A;514
61.131.404;Rx;8;80 B1 8F EC 23 FB C4 3E;515
61.132.588;Rx;8;25 03 1C 00 00 00 00 44;258
61.132.826;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.133.074;Rx;8;B2 20 00 00 00 00 00 D2;260
61.133.322;Rx;8;10 27 00 00 00 00 00 37;261
61.133.611;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.133.897;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.151.620;Rx;8;25 03 1C 00 00 00 00 44;258
61.151.858;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.152.106;Rx;8;B2 20 00 00 00 00 00 D2;260
61.152.354;Rx;8;10 27 00 00 00 00 00 37;261
61.152.643;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
61.152.929;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.164.894;Rx;8;02 00 00 00 51 00 CB 02;785
61.171.663;Rx;8;25 03 1C 00 00 00 00 44;258
61.171.901;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.172.149;Rx;8;B2 20 00 00 00 00 00 D2;260
61.172.397;Rx;8;10 27 00 00 00 00 00 37;261
61.172.685;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.172.972;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.174.900;Rx;8;00 00 3C 37 00 00 00 00;274
61.184.905;Rx;8;01 00 00 00 00 00 00 00;275
61.191.718;Rx;8;25 03 1C 00 00 00 00 44;258
61.191.956;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.192.204;Rx;8;B2 20 00 00 00 00 00 D2;260
61.192.452;Rx;8;10 27 00 00 00 00 00 37;261
61.192.740;Rx;8;00 03 E7 03 20 00 C2 0F;417333248x
61.193.027;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.200.578;Rx;8;00 5A 00 C5 03 00 00 54;545
61.211.777;Rx;8;25 03 1C 00 00 00 00 44;258
61.212.015;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.212.264;Rx;8;B2 20 00 00 00 00 00 D2;260
61.212.512;Rx;8;10 27 00 00 00 00 00 37;261
61.212.800;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.213.086;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.231.135;Rx;8;E1 FF 3A 38 3A 3B 40 FF;516
61.231.367;Rx;8;C5 0F 12 AF 0F 05 00 00;517
61.231.613;Rx;8;38 01 37 02 00 00 00 00;518
61.231.924;Rx;8;05 05 03 03 01 00 03 03;789
61.236.912;Rx;8;25 03 1C 00 00 00 00 44;258
61.237.150;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.237.398;Rx;8;B2 20 00 00 00 00 00 D2;260
61.237.646;Rx;8;10 27 00 00 00 00 00 37;261
61.237.933;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
61.238.219;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.251.848;Rx;8;25 03 1C 00 00 00 00 44;258
61.252.086;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.252.334;Rx;8;B2 20 00 00 00 00 00 D2;260
61.252.582;Rx;8;10 27 00 00 00 00 00 37;261
61.252.870;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.253.156;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.265.878;Rx;8;02 00 00 00 51 00 CB 02;785
61.271.911;Rx;8;25 03 1C 00 00 00 00 44;258
61.272.149;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.272.397;Rx;8;B2 20 00 00 00 00 00 D2;260
61.272.645;Rx;8;10 27 00 00 00 00 00 37;261
61.272.931;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
61.273.217;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.275.897;Rx;8;00 00 3C 37 00 00 00 00;274
61.285.905;Rx;8;01 00 00 00 00 00 00 00;275
61.291.944;Rx;8;25 03 1C 00 00 00 00 44;258
61.292.182;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.292.430;Rx;8;B2 20 00 00 00 00 00 D2;260
61.292.678;Rx;8;10 27 00 00 00 00 00 37;261
61.292.968;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
61.293.254;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.300.568;Rx;8;00 5A 00 C5 03 00 00 54;545
61.312.007;Rx;8;25 03 1C 00 00 00 00 44;258
61.312.245;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.312.493;Rx;8;B2 20 00 00 00 00 00 D2;260
61.312.741;Rx;8;10 27 00 00 00 00 00 37;261
61.313.029;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.313.316;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.328.003;Rx;8;60 00 2C 04 F3 01 2C 04;417333249x
61.328.999;Rx;8;00 33 01 22 08 02 02 00;773
61.329.237;Rx;8;00 33 01 22 08 03 01 01;774
61.329.527;Rx;8;00 00 00 00 00 00 01 00;417333259x
61.329.991;Rx;8;03 03 01 02 00 00 00 00;771
61.330.235;Rx;8;18 04 1C 00 00 17 02 00;770
61.330.469;Rx;8;01 30 33 4E 4D 45 30 38;772
61.331.390;Rx;8;00 00 C8 00 00 00 07 CF;513
61.331.636;Rx;8;09 01 00 00 00 00 00 0A;514
61.331.876;Rx;8;81 AF 8F F0 33 FC 04 3F;515
61.333.824;Rx;8;25 03 1C 00 00 00 00 44;258
61.334.062;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.334.310;Rx;8;B2 20 00 00 00 00 00 D2;260
61.334.559;Rx;8;10 27 00 00 00 00 00 37;261
61.334.843;Rx;8;00 03 E7 03 2A 00 C5 0F;417333248x
61.335.129;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.352.090;Rx;8;25 03 1C 00 00 00 00 44;258
61.352.328;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.352.576;Rx;8;B2 20 00 00 00 00 00 D2;260
61.352.825;Rx;8;10 27 00 00 00 00 00 37;261
61.353.113;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.353.399;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.366.886;Rx;8;02 00 00 00 51 00 CB 02;785
61.372.147;Rx;8;25 03 1C 00 00 00 00 44;258
61.372.385;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.372.633;Rx;8;B2 20 00 00 00 00 00 D2;260
61.372.881;Rx;8;10 27 00 00 00 00 00 37;261
61.373.169;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.373.456;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.376.894;Rx;8;00 00 3C 37 00 00 00 00;274
61.386.901;Rx;8;01 00 00 00 00 00 00 00;275
61.390.885;Rx;8;50 35 15 32 33 00 00 00;791
61.392.181;Rx;8;25 03 1C 00 00 00 00 44;258
61.392.419;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.392.668;Rx;8;B2 20 00 00 00 00 00 D2;260
61.392.916;Rx;8;10 27 00 00 00 00 00 37;261
61.393.204;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
61.393.490;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.407.793;Rx;8;00 5A 00 C5 03 00 00 54;545
61.412.238;Rx;8;25 03 1C 00 00 00 00 44;258
61.412.476;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.412.724;Rx;8;B2 20 00 00 00 00 00 D2;260
61.412.972;Rx;8;10 27 00 00 00 00 00 37;261
61.413.258;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
61.413.545;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.431.612;Rx;8;22 FF FF FF FF FF FF FF;516
61.431.844;Rx;8;C5 0F 12 AF 0F 05 00 00;517
61.432.090;Rx;8;38 01 37 02 00 00 00 00;518
61.432.888;Rx;8;05 05 03 03 01 00 03 03;789
61.437.169;Rx;8;25 03 1C 00 00 00 00 44;258
61.437.407;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.437.655;Rx;8;B2 20 00 00 00 00 00 D2;260
61.437.903;Rx;8;10 27 00 00 00 00 00 37;261
61.438.191;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
61.438.477;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.452.334;Rx;8;25 03 1C 00 00 00 00 44;258
61.452.572;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.452.821;Rx;8;B2 20 00 00 00 00 00 D2;260
61.453.069;Rx;8;10 27 00 00 00 00 00 37;261
61.453.357;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.453.643;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.467.909;Rx;8;02 02 00 00 51 00 CB 02;785
61.472.379;Rx;8;25 03 1C 00 00 00 00 44;258
61.472.617;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.472.865;Rx;8;B2 20 00 00 00 00 00 D2;260
61.473.113;Rx;8;10 27 00 00 00 00 00 37;261
61.473.402;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.473.688;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.477.912;Rx;8;00 00 3C 37 00 00 00 00;274
61.487.907;Rx;8;01 00 00 00 00 00 00 00;275
61.492.444;Rx;8;25 03 1C 00 00 00 00 44;258
61.492.682;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.492.930;Rx;8;B2 20 00 00 00 00 00 D2;260
61.493.178;Rx;8;10 27 00 00 00 00 00 37;261
61.493.466;Rx;8;00 03 E7 03 1B 00 C2 0F;417333248x
61.493.753;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.500.677;Rx;8;00 5A 00 C5 03 00 00 54;545
61.512.489;Rx;8;25 03 1C 00 00 00 00 44;258
61.512.728;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.512.976;Rx;8;B2 20 00 00 00 00 00 D2;260
61.513.224;Rx;8;10 27 00 00 00 00 00 37;261
61.513.512;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
61.513.798;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.530.477;Rx;8;03 03 01 02 00 00 00 00;771
61.530.721;Rx;8;18 04 1C 00 00 17 03 00;770
61.530.954;Rx;8;02 54 51 4C 30 30 31 47;772
61.531.860;Rx;8;00 00 C8 00 00 00 07 CF;513
61.532.106;Rx;8;09 01 00 00 00 00 00 0A;514
61.532.346;Rx;8;82 C4 0F F1 F3 FA E0 3E;515
61.534.952;Rx;8;25 03 1C 00 00 00 00 44;258
61.535.190;Rx;8;FF FF 2C 04 5A 00 00 88;259
61.535.439;Rx;8;B2 20 00 00 00 00 00 D2;260
61.535.687;Rx;8;10 27 00 00 00 00 00 37;261
61.535.975;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
61.536.261;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.552.564;Rx;8;25 03 1C 00 00 00 00 44;258
61.552.802;Rx;8;FE FF 2C 04 5A 00 00 87;259
61.553.050;Rx;8;B2 20 00 00 00 00 00 D2;260
61.553.299;Rx;8;10 27 00 00 00 00 00 37;261
61.553.587;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
61.553.873;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.568.892;Rx;8;02 02 00 00 51 00 CB 02;785
61.572.621;Rx;8;25 03 1C 00 00 00 00 44;258
61.572.859;Rx;8;FE FF 2C 04 5A 00 00 87;259
61.573.107;Rx;8;B2 20 00 00 00 00 00 D2;260
61.573.355;Rx;8;10 27 00 00 00 00 00 37;261
61.573.643;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
61.573.930;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.578.894;Rx;8;00 00 3C 37 00 00 00 00;274
61.588.899;Rx;8;01 00 00 00 00 00 00 00;275
61.590.895;Rx;8;04 00 00 00 00 00 00 00;792
61.592.675;Rx;8;25 03 1C 00 00 00 00 44;258
61.592.914;Rx;8;FE FF 2C 04 5A 00 00 87;259
61.593.162;Rx;8;B2 20 00 00 00 00 00 D2;260
61.593.410;Rx;8;10 27 00 00 00 00 00 37;261
61.593.700;Rx;8;00 03 E7 03 28 00 C0 0F;417333248x
61.593.986;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.600.542;Rx;8;00 5A 00 C5 03 00 00 54;545
61.612.707;Rx;8;25 03 1C 00 00 00 00 44;258
61.612.945;Rx;8;FE FF 2C 04 5A 00 00 87;259
61.613.193;Rx;8;B2 20 00 00 00 00 00 D2;260
61.613.441;Rx;8;10 27 00 00 00 00 00 37;261
61.613.726;Rx;8;00 03 E7 03 2A 00 C9 0F;417333248x
61.614.012;Rx;8;03 20 00 01 01 00 50 01;417333504x
61.632.077;Rx;8;E0 38 37 38 38 FF FF FF;516
61.632.309;Rx;8;C5 0F 12 AF 0F 05 00 00;517
61.632.555;Rx;8;38 01 37 02 00 00 00 00;518
61.633.883;Rx;8;05 05 03 03 01 00 03 03;789
61.637.646;Rx;8;25 03 1C 00 00 00 00 44;258
61.637.884;Rx;8;FE FF 2C 04 5A 00 00 87;259
